Estimator,MSE,seconds,"dataset.kwargs[""dataset""]"
\ensuremath{\tt OCV_{IPS}},2.767440769811016e-06,0.3633413314819336,page-blocks
\ensuremath{\tt OCV_{DR}},2.767440769811016e-06,0.5627295970916748,page-blocks
\textsc{Slope},1.9556272022161344e-05,0.026674985885620117,page-blocks
\ensuremath{\tt PAS{\text -}IF},0.0003772401566540158,16.45737624168396,page-blocks
IPS,1.0580945079850257e-08,0.00765538215637207,pendigits
DM,0.004091327481516268,0.015993118286132812,pendigits
DR,1.890911627633342e-05,0.00966954231262207,pendigits
\ensuremath{\tt OCV_{IPS}},1.0580945079850257e-08,0.9812028408050537,pendigits
\ensuremath{\tt OCV_{DR}},1.0580945079850257e-08,1.8410961627960205,pendigits
\textsc{Slope},1.890911627633342e-05,0.12922263145446777,pendigits
\ensuremath{\tt PAS{\text -}IF},0.004091327481516268,33.83024477958679,pendigits
IPS,9.34518399154571e-06,0.007066965103149414,satimage
DM,0.003936804395694625,0.021910667419433594,satimage
DR,1.3218380652156135e-05,0.012256622314453125,satimage
\ensuremath{\tt OCV_{IPS}},1.3218380652156135e-05,0.6257679462432861,satimage
\ensuremath{\tt OCV_{DR}},9.34518399154571e-06,1.0662970542907715,satimage
\textsc{Slope},1.3218380652156135e-05,0.06354379653930664,satimage
\ensuremath{\tt PAS{\text -}IF},0.003936804395694625,33.53803300857544,satimage
IPS,7.185837738648469e-07,0.001125335693359375,vehicle
DM,0.003800931003753752,0.0061910152435302734,vehicle
DR,5.783687651853055e-05,0.001810312271118164,vehicle
\ensuremath{\tt OCV_{IPS}},7.185837738648469e-07,0.16556406021118164,vehicle
\ensuremath{\tt OCV_{DR}},7.185837738648469e-07,0.3171873092651367,vehicle
\textsc{Slope},5.783687651853055e-05,0.00998377799987793,vehicle
\ensuremath{\tt PAS{\text -}IF},0.003800931003753752,10.14028263092041,vehicle
IPS,1.8927273843491016e-07,0.0019404888153076172,yeast
DM,7.458976443744487e-07,0.00983881950378418,yeast
DR,1.5122578152978597e-08,0.003255605697631836,yeast
\ensuremath{\tt OCV_{IPS}},1.5122578152978597e-08,0.2133922576904297,yeast
\ensuremath{\tt OCV_{DR}},1.8927273843491016e-07,0.4645659923553467,yeast
\textsc{Slope},7.458976443744487e-07,0.01738905906677246,yeast
\ensuremath{\tt PAS{\text -}IF},1.8927273843491016e-07,10.952338933944702,yeast
IPS,1.1918924352173356e-05,0.00033855438232421875,ecoli
DM,9.389767560165677e-06,0.0025708675384521484,ecoli
DR,2.9458953760075147e-06,0.0006275177001953125,ecoli
\ensuremath{\tt OCV_{IPS}},1.1918924352173356e-05,0.0506129264831543,ecoli
\ensuremath{\tt OCV_{DR}},1.1918924352173356e-05,0.11360383033752441,ecoli
\textsc{Slope},9.389767560165677e-06,0.003285646438598633,ecoli
\ensuremath{\tt PAS{\text -}IF},1.1918924352173356e-05,5.428024053573608,ecoli
IPS,1.3766421667561324e-05,0.00031375885009765625,glass
DM,0.00027280157643894983,0.002091646194458008,glass
DR,0.00041325019922469587,0.0005488395690917969,glass
\ensuremath{\tt OCV_{IPS}},1.3766421667561324e-05,0.05592489242553711,glass
\ensuremath{\tt OCV_{DR}},1.3766421667561324e-05,0.10605287551879883,glass
\textsc{Slope},0.00027280157643894983,0.002901315689086914,glass
\ensuremath{\tt PAS{\text -}IF},1.3766421667561324e-05,5.530804872512817,glass
IPS,3.401996705632455e-08,0.039047956466674805,letter
DM,0.0010442635678250432,0.0726170539855957,letter
DR,1.4307198062416208e-06,0.05996584892272949,letter
\ensuremath{\tt OCV_{IPS}},3.401996705632455e-08,2.207318067550659,letter
\ensuremath{\tt OCV_{DR}},3.401996705632455e-08,3.5587916374206543,letter
\textsc{Slope},1.4307198062416208e-06,0.34253787994384766,letter
\ensuremath{\tt PAS{\text -}IF},0.0010442635678250432,86.11177921295166,letter
IPS,4.4841620639174743e-07,0.0057566165924072266,optdigits
DM,0.001688914533943149,0.08965563774108887,optdigits
DR,9.108830817087114e-05,0.023161888122558594,optdigits
\ensuremath{\tt OCV_{IPS}},4.4841620639174743e-07,1.2514421939849854,optdigits
\ensuremath{\tt OCV_{DR}},4.4841620639174743e-07,2.414306163787842,optdigits
\textsc{Slope},9.108830817087114e-05,0.08627557754516602,optdigits
\ensuremath{\tt PAS{\text -}IF},0.001688914533943149,13.640981197357178,optdigits
IPS,5.097550369833044e-07,0.0012438297271728516,page-blocks
DM,6.864421538520909e-05,0.007268190383911133,page-blocks
DR,6.917162858325412e-05,0.0048046112060546875,page-blocks
\ensuremath{\tt OCV_{IPS}},5.097550369833044e-07,0.34227752685546875,page-blocks
\ensuremath{\tt OCV_{DR}},5.097550369833044e-07,0.7233009338378906,page-blocks
\textsc{Slope},6.864421538520909e-05,0.02551722526550293,page-blocks
\ensuremath{\tt PAS{\text -}IF},6.864421538520909e-05,16.973615169525146,page-blocks
IPS,3.2674732022227553e-07,0.020611047744750977,pendigits
DM,0.0036503718592088437,0.05084109306335449,pendigits
DR,4.168147358112601e-05,0.029829740524291992,pendigits
\ensuremath{\tt OCV_{IPS}},3.2674732022227553e-07,0.9783117771148682,pendigits
\ensuremath{\tt OCV_{DR}},3.2674732022227553e-07,1.9596011638641357,pendigits
\textsc{Slope},4.168147358112601e-05,0.12140226364135742,pendigits
\ensuremath{\tt PAS{\text -}IF},0.0036503718592088437,34.719295024871826,pendigits
IPS,2.472245938633967e-06,0.007173776626586914,satimage
DM,0.00324385697376358,0.021335363388061523,satimage
DR,1.0647213336256562e-06,0.012006044387817383,satimage
\ensuremath{\tt OCV_{IPS}},2.472245938633967e-06,0.5918302536010742,satimage
\ensuremath{\tt OCV_{DR}},2.472245938633967e-06,1.051431655883789,satimage
\textsc{Slope},1.0647213336256562e-06,0.06287717819213867,satimage
\ensuremath{\tt PAS{\text -}IF},0.00324385697376358,29.1397385597229,satimage
IPS,1.3870320383579654e-05,0.0007977485656738281,vehicle
DM,0.006000735291346077,0.004341840744018555,vehicle
DR,0.0003404317465870257,0.0012927055358886719,vehicle
\ensuremath{\tt OCV_{IPS}},0.0003404317465870257,0.20345664024353027,vehicle
\ensuremath{\tt OCV_{DR}},1.3870320383579654e-05,0.3086435794830322,vehicle
\textsc{Slope},0.0003404317465870257,0.009777069091796875,vehicle
\ensuremath{\tt PAS{\text -}IF},0.006000735291346077,9.864992380142212,vehicle
IPS,6.872289590864064e-06,0.0019443035125732422,yeast
DM,8.24227530579065e-05,0.010956287384033203,yeast
DR,5.974116326930529e-05,0.003290891647338867,yeast
\ensuremath{\tt OCV_{IPS}},6.872289590864064e-06,0.22306275367736816,yeast
\ensuremath{\tt OCV_{DR}},6.872289590864064e-06,0.4953727722167969,yeast
\textsc{Slope},8.24227530579065e-05,0.01707625389099121,yeast
\ensuremath{\tt PAS{\text -}IF},8.24227530579065e-05,13.304524183273315,yeast
IPS,7.090326374200926e-06,0.00035071372985839844,ecoli
DM,1.693626407865181e-05,0.0021708011627197266,ecoli
DR,1.7965253518229953e-05,0.0006122589111328125,ecoli
\ensuremath{\tt OCV_{IPS}},7.090326374200926e-06,0.041342973709106445,ecoli
\ensuremath{\tt OCV_{DR}},1.693626407865181e-05,0.0964663028717041,ecoli
